id,artist,album,name,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
0d2iYfpKoM0QCKvcLCkBao,benny blanco,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),173799,0.56,0.555,0.68,0,0.116,0.319,-7.648,0.321,89.391,6,4,Happy
2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood (Deluxe),Youngblood,203417,0.596,0.0169,0.854,0,0.124,0.152,-5.114,0.463,120.274,7,4,Happy
2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,Happier,214289,0.687,0.191,0.792,0,0.167,0.671,-2.749,0.0452,100.015,5,4,Happy
3u1S1OmAUhx5DRlLrXqyp3,Jonas Blue,Rise,Rise,194407,0.69,0.323,0.784,0,0.203,0.669,-4.653,0.032,106.066,1,4,Happy
3pWcj8hxj3fsb9TDAcMpEl,The Chainsmokers,Sick Boy,Somebody,223146,0.532,0.186,0.616,0,0.0928,0.292,-7.074,0.0328,101.883,10,4,Happy
1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray for the Wicked,High Hopes,190946,0.579,0.193,0.904,0,0.064,0.681,-2.729,0.0618,82.014,5,4,Happy
18W92Zm1KjLCbUIszOhpkD,NOTD,I Wanna Know (feat. Bea Miller),I Wanna Know (feat. Bea Miller),197938,0.661,0.0253,0.725,0,0.123,0.605,-4.859,0.0563,119.927,6,4,Happy
0kHyKhJMukHEPfeh8s7rdM,Kygo,Born To Be Yours,Born To Be Yours,193320,0.688,0.3,0.688,0,0.0982,0.451,-5.84,0.0357,114.011,3,4,Happy
3DGar7krWlmrXRFHBcQF6z,Kris Kross Amsterdam,Whenever (feat. Conor Maynard),Whenever (feat. Conor Maynard),163636,0.734,0.151,0.765,0,0.231,0.518,-5.562,0.0621,109.989,7,4,Happy
3T4UodGkfZObJ43RtA5KFU,OneRepublic,Connection,Connection,148459,0.611,0.000837,0.602,0,0.112,0.624,-4.89,0.0437,168.154,5,4,Happy
07ipXN6CNTw34qwSYePKpg,PRETTYMUCH,Summer on You,Summer on You,205791,0.811,0.636,0.447,0,0.462,0.694,-6.55,0.0414,99.995,4,4,Happy
2Yer0p7uB2lVBUAtANuuQp,Social House,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),164640,0.769,0.66,0.479,0,0.0914,0.803,-5.339,0.0385,96.051,1,4,Happy
5N5k9nd479b1xpDZ4usjrg,Calvin Harris,Promises (with Sam Smith),Promises (with Sam Smith),213309,0.781,0.0119,0.768,4.91E-06,0.325,0.486,-5.991,0.0394,123.07,11,4,Happy
3nc420PXjTdBV5TN0gCFkS,Martin Garrix,Ocean (feat. Khalid),Ocean (feat. Khalid),216419,0.506,0.584,0.693,9.58E-05,0.0891,0.221,-7.265,0.0412,139.912,0,4,Happy
0uSGTaHms9ceAxb7L6VLrU,Dan + Shay,All To Myself,All To Myself,169612,0.651,0.23,0.782,0,0.139,0.619,-4.622,0.0303,94.94,1,4,Happy
0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,In My Mind,184560,0.694,0.176,0.77,1.10E-05,0.118,0.163,-5.335,0.149,125.905,6,4,Happy
0p0ljM6RxgpGt7wthGqBZa,Cash Cash,Finest Hour (feat. Abir),Finest Hour (feat. Abir),215781,0.656,0.0789,0.729,0,0.133,0.438,-4.223,0.0765,95.974,5,4,Happy
2lYTJK94hb0fd1LQtb6Dhk,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),Don't Leave Me Alone (feat. Anne-Marie),183750,0.659,0.118,0.738,0,0.115,0.481,-5.072,0.0477,127.95,4,4,Happy
4VUwkH455At9kENOfzTqmF,Bazzi,Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),180000,0.638,0.346,0.717,0,0.105,0.249,-4.722,0.0337,100.027,2,4,Happy
59D6pNWyn8UXPpos5fbAqm,Sigala,We Don't Care,We Don't Care,207429,0.423,0.0316,0.857,0,0.0555,0.655,-3.441,0.275,180.01,10,4,Happy
4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,Natural,Natural,189466,0.448,0.216,0.612,0,0.08,0.213,-6.106,0.0708,97.773,2,4,Happy
1u0MAhOBrWIkAKOf8ssiaU,FTampa,Who We Are,Who We Are,190819,0.698,0.229,0.679,0,0.0938,0.455,-4.086,0.0481,122.042,10,4,Happy
0iwsQWgtjSq2kUXuZwTDAL,Madison Beer,As She Pleases,Home with You,190576,0.631,0.067,0.599,0,0.0952,0.727,-6.137,0.0878,170.122,7,4,Happy
4ut5G4rgB1ClpMTMfjoIuy,Martin Garrix,High On Life (feat. Bonn),High On Life (feat. Bonn),230761,0.414,0.0129,0.486,0,0.111,0.368,-6.431,0.0311,128.038,6,4,Happy
4ofwffwvvnbSkrMSCKQDaC,George Ezra,Staying at Tamara's,Shotgun,201287,0.673,0.286,0.735,0,0.242,0.754,-4.733,0.0457,115.744,5,4,Happy
4ABdTWafMCXfATpILRuZFW,DVBBS,IDWK,IDWK,179999,0.717,0.00271,0.847,1.04E-06,0.11,0.414,-6.159,0.0353,114.996,1,4,Happy
4QVS8YCpK71R4FsxSMCjhP,Gryffin,Tie Me Down (with Elley Duhé),Tie Me Down (with Elley Duhé),218295,0.548,0.135,0.839,0,0.102,0.314,-2.371,0.0644,98.932,6,4,Happy
2VzptcZn9zNQX5JNgdRIKL,Jocelyn Alice,Still Wondering,Still Wondering,175615,0.518,0.122,0.795,0,0.291,0.513,-4.286,0.0382,106.979,0,3,Happy
15fZrZhdK0g1BS9sDeW6sD,Loud Luxury,Love No More,Love No More,168635,0.767,0.0221,0.678,4.82E-05,0.258,0.217,-6.249,0.054,121.01,0,4,Happy
79cuOz3SPQTuFrp8WgftAu,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,199440,0.857,0.381,0.8,0,0.0913,0.966,-4.035,0.0583,121.996,2,4,Happy
76t5B0ttSAje5KHmQbv88t,Shawn Mendes,Illuminate (Deluxe),Treat You Better,187973,0.683,0.107,0.797,0,0.114,0.758,-4.085,0.246,82.916,10,4,Happy
21YnmkSDhUkmkkni22Svc4,Shawn Mendes,Shawn Mendes,In My Blood,211360,0.622,0.0582,0.709,0,0.126,0.488,-7.32,0.0669,140.018,5,4,Happy
3OalxlWH0v14kyBcNBMINt,Shawn Mendes,Illuminate (Deluxe),Mercy,208733,0.562,0.113,0.681,0,0.11,0.357,-4.934,0.0871,148.064,11,4,Happy
1WP1r7fuvRqZRnUaTi2I1Q,Shawn Mendes,Handwritten (Deluxe),Stitches,206880,0.746,0.0152,0.754,0,0.0486,0.764,-6.681,0.067,149.882,1,4,Happy
2ZNowcE7ehJYEkChoRjSx0,Shawn Mendes,Handwritten (Deluxe),Life Of The Party,214533,0.667,0.0663,0.614,0,0.111,0.161,-4.995,0.0314,113.979,10,4,Happy
0CgTuGTVzwPDd8o2rWH6DE,Shawn Mendes,Handwritten (Deluxe),Imagination,217773,0.481,0.0743,0.455,0,0.0694,0.333,-5.942,0.0286,179.468,0,4,Happy
59uAvq0IeWRGkCJAki11ve,Shawn Mendes,Handwritten (Deluxe),Something Big,161440,0.694,0.00614,0.854,0,0.158,0.803,-3.891,0.043,112.007,7,4,Happy
3UD3HNtCYunRSbogkXPVYh,Shawn Mendes,Illuminate (Deluxe),Patience,175253,0.693,0.112,0.566,0,0.112,0.427,-6.42,0.0755,90.06,3,4,Happy
0RUTnY2B3s05fZuCHsNaUP,Sabrina Carpenter,Alien,Alien,174840,0.72,0.0588,0.659,0,0.0662,0.567,-4.727,0.0403,105.955,10,4,Happy
4hBJ3HHSLgaKcMOxWxrKm0,Sabrina Carpenter,Silver Nights,Silver Nights,146520,0.628,0.265,0.595,0,0.0999,0.302,-5.45,0.0249,94.99,1,4,Happy
5wX5skuafFdeF31vpM6Krl,Sabrina Carpenter,Eyes Wide Open,The Middle of Starting Over,212760,0.49,0.0107,0.805,0,0.381,0.32,-6.041,0.0302,92.033,2,4,Happy
2LTOqCWFOIC9T4079I5sLR,Various Artists,A Cinderella Story: If The Shoe Fits - Original Motion Picture Soundtrack,Why Don't I,128160,0.48,0.666,0.32,0,0.0947,0.493,-9.315,0.0313,94.92,7,4,Happy
5cF0dROlMOK5uNZtivgu50,Charlie Puth,Voicenotes,Attention,208786,0.775,0.109,0.613,2.33E-05,0.134,0.797,-4.586,0.0542,100.066,3,4,Happy
3U4isOIWM3VvDubwSI3y7a,John Legend,Love In The Future (Expanded Edition),All of Me,269560,0.422,0.922,0.264,0,0.132,0.331,-7.064,0.0322,119.93,8,4,Happy
7l1qvxWjxcKpB9PCtBuTbU,Bruno Mars,Doo-Wops & Hooligans,Count on Me,197373,0.577,0.84,0.397,0,0.0772,0.509,-5.98,0.028,89.044,0,4,Happy
4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker,Sucker,181040,0.842,0.0427,0.734,0,0.106,0.952,-5.065,0.0588,137.958,1,4,Happy
3EmmCZoqpWOTY1g2GBwJoR,Steve Aoki,Just Hold On,Just Hold On,198774,0.647,0.00383,0.932,1.50E-06,0.0574,0.374,-3.515,0.0824,114.991,11,4,Happy
5I7k1FwAe8jYkXr7pYkwp0,Various Artists,Pitch Perfect 3 (Original Motion Picture Soundtrack),Toxic,201613,0.622,0.348,0.712,5.66E-06,0.117,0.612,-5.72,0.0385,149.923,8,4,Happy
0bQhHV4ANdHl9RDzVwo8Rj,Various Artists,Pitch Perfect 3 (Original Motion Picture Soundtrack),Cheap Thrills,220026,0.659,0.437,0.616,0,0.0858,0.837,-4.718,0.0463,90.013,6,4,Happy
3OedQxjmvYCgbSJCCHPMIe,Various Artists,Pitch Perfect 3 (Original Motion Picture Soundtrack),"I Don't Like It, I Love It",239666,0.78,0.463,0.724,0,0.506,0.877,-4.693,0.145,117.989,2,4,Happy
61YN4MSQQk7CHZA5bHkxUm,Various Artists,Pitch Perfect 3 (Original Motion Picture Soundtrack),Cake By The Ocean,194133,0.713,0.192,0.555,0,0.319,0.789,-4.949,0.0629,119.01,9,4,Happy
14QrhcQmNMpq1RkpewApWb,Various Artists,Pitch Perfect 3 (Original Motion Picture Soundtrack),Freedom! '90,316453,0.358,0.339,0.489,0.000108,0.0689,0.0984,-7.856,0.0659,93.782,2,4,Happy
4RCWB3V8V0dignt99LZ8vH,Plain White T's,All That We Needed,Hey There Delilah,232533,0.656,0.872,0.291,0,0.114,0.298,-10.572,0.0293,103.971,2,4,Happy
3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,Dream Your Life Away (Special Edition),Riptide,204280,0.484,0.431,0.731,0,0.151,0.51,-6.694,0.0379,101.654,1,4,Happy
0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Happiness Begins,Only Human,183000,0.795,0.108,0.496,0,0.0645,0.874,-5.883,0.0722,94.01,0,4,Happy
4fwo6czG5nvOQMzhOto1ya,Diplo,Lonely,Lonely,139813,0.738,0.062,0.717,0,0.205,0.5,-5.121,0.0573,98.047,1,4,Happy
7yfi8B8opXjnRh4VZnOkz9,Jonas Brothers,Happiness Begins,Cool,167106,0.683,0.00873,0.598,0,0.156,0.62,-5.487,0.0423,78.969,0,4,Happy
2d1AiZExnhYoauaSWkB1Fm,Various Artists,ZOMBIES (Original TV Movie Soundtrack),Someday,183799,0.772,0.191,0.806,0,0.0685,0.577,-5.043,0.0367,113.024,2,4,Happy
6dGnYIeXmHdcikdzNNDMm2,The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,185733,0.557,0.0339,0.54,0.00248,0.179,0.394,-10.484,0.0347,129.171,9,4,Happy
1i3z3GR1JtLswOSJNO0BQw,Bebe Rexha,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")","You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",158258,0.394,0.706,0.718,0,0.116,0.247,-6.336,0.0607,151.912,7,4,Happy
0R3VceNdOWRvcYPuv7Rwr9,Various Artists,Pitch Perfect 3 (Original Motion Picture Soundtrack),"Sit Still, Look Pretty",186946,0.654,0.603,0.727,0,0.112,0.944,-4.433,0.0856,92.019,2,4,Happy
6uBhi9gBXWjanegOb2Phh0,Zedd,Stay,Stay,210090,0.69,0.253,0.622,0,0.116,0.544,-5.025,0.0622,102.04,5,4,Happy
00FaBIFXUfzaaVcsQmTTJY,Pentatonix,"PTX, Vol. 2",Can't Hold Us,198040,0.659,0.0129,0.852,0,0.366,0.789,-6.186,0.122,143.025,11,4,Happy
4y3HmDkg2Hpuu4E48nlU3w,Glee Cast,Stereo Hearts (Glee Cast Version),Stereo Hearts (Glee Cast Version),211800,0.62,0.0168,0.698,0,0.153,0.617,-4.38,0.0449,90.058,6,4,Happy
4awRNvd5iC7QGVQOwSCffw,Little Mix,DNA (Deluxe),Wings,219733,0.738,0.000673,0.875,0.000556,0.285,0.538,-3.141,0.127,114.962,7,4,Happy
4bHsxqR3GMrXTxEPLuK5ue,Journey,Escape,Don't Stop Believin',250986,0.5,0.127,0.748,0,0.447,0.514,-9.072,0.0363,118.852,4,4,Happy
5k5fWendNngd89O8JKoE8L,Meghan Trainor,Better When I'm Dancin',Better When I'm Dancin',176266,0.756,0.53,0.789,0.000711,0.157,0.873,-7.002,0.0324,127.987,2,4,Happy
0prNGof3XqfTvNDxHonvdK,Alessia Cara,Know-It-All (Deluxe),Scars To Your Beautiful,230226,0.573,0.0285,0.739,0,0.111,0.451,-5.74,0.129,97.085,0,4,Happy
4h8VwCb1MTGoLKueQ1WgbD,Avicii,TRUE,Wake Me Up,247426,0.532,0.0038,0.783,0.0012,0.161,0.643,-5.697,0.0523,124.08,2,4,Happy
7xoUc6faLbCqZO6fQEYprd,Ariana Grande,My Everything (Deluxe),One Last Time,197266,0.628,0.093,0.593,1.65E-06,0.096,0.104,-5.036,0.0323,125.026,8,4,Happy
7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,220733,0.637,0.0151,0.843,0,0.0876,0.434,-5.413,0.0432,109.012,5,4,Happy
6aGjEZ7kq3YXgD0EDt80O5,One Direction,Take Me Home: Yearbook Edition,Live While We're Young,200186,0.658,0.0629,0.837,0,0.0969,0.936,-2.063,0.0543,126.015,2,4,Happy
2cKovq3l6OJjhVVDbVKOsr,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),The Other Side,214373,0.638,0.00433,0.795,0.00139,0.153,0.31,-8.45,0.302,153.99,0,4,Happy
5xNUR50KxswPRAvx7S163g,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),Come Alive,225933,0.702,0.00558,0.77,0.000802,0.211,0.235,-9.411,0.128,118.034,7,4,Happy
0RoA7ObU6phWpqhlC9zH4Z,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,269453,0.265,0.243,0.312,0,0.0893,0.0998,-11.689,0.0569,54.747,7,3,Happy
1QBoJK6GLAYMlNblm5gFBP,Keala Settle,"This Is Me [Alan Walker Relift (From ""The Greatest Showman"")]","This Is Me - Alan Walker Relift (From ""The Greatest Showman"")",215758,0.422,0.129,0.824,0,0.304,0.294,-3.447,0.0756,95.331,2,4,Happy
3IkWmgGsXbsafrunwPojXO,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),From Now On,349560,0.516,0.00483,0.518,0.00895,0.585,0.0834,-10.383,0.04,108.027,4,4,Happy
50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Purpose (Deluxe),Love Yourself,233720,0.609,0.835,0.378,0,0.28,0.515,-9.828,0.438,100.418,4,4,Happy
74tQaH4CxM5Rs9BzerEbHr,Cast Of 'Camp Rock 2',Camp Rock 2: The Final Jam,"Introducing Me - From ""Camp Rock 2: The Final Jam""",186893,0.513,0.46,0.496,0,0.106,0.676,-6.049,0.0511,113.072,11,4,Happy
5Hroj5K7vLpIG4FNCRIjbP,American Authors,"Oh, What A Life",Best Day Of My Life,194240,0.673,0.0591,0.902,0.000262,0.0558,0.538,-2.392,0.0346,100.012,2,4,Happy
26BnUsZ8CntNVnWQj2OMJU,Glee Cast,Lean On Me (Glee Cast Version),Lean On Me (Glee Cast Version),257240,0.385,0.642,0.682,0,0.314,0.488,-6.358,0.079,172.255,9,4,Happy
0fBP9n1mUM2Ur7LUPq8MVn,HRVY,Hasta Luego,Hasta Luego,147013,0.604,0.0178,0.908,0,0.386,0.853,-3.067,0.0522,102.051,0,4,Happy
5knuzwU65gJK7IF5yJsuaW,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),251088,0.72,0.406,0.763,0,0.18,0.742,-4.068,0.0523,101.965,9,4,Happy
47OVNnZJzIkrsEiZ4n187p,Jonas Blue,Mama,Mama,184133,0.737,0.102,0.792,0,0.0532,0.543,-4.117,0.0416,104.012,11,4,Happy
10GJQkjRJcZhGTLagFOC62,Hailee Steinfeld,Most Girls,Most Girls,204400,0.756,0.0478,0.572,0,0.0853,0.417,-7.019,0.0763,102.986,9,4,Happy
60wwxj6Dd9NJlirf84wr2c,Zedd,Clarity,Clarity,271426,0.509,0.0398,0.781,0,0.0749,0.176,-3.48,0.072,128,8,4,Happy
6tmslRyHPI7dyTe8rAHcbQ,Various Artists,Good Morning Music: Singing in the Shower,Come On Eileen,273933,0.435,0.519,0.652,0,0.129,0.806,-8.495,0.0404,108.097,0,4,Happy
05XtssRLI22p8wLFIr7Vrl,Alesso,Forever (Deluxe),Heroes (we could be),210013,0.503,0.0305,0.748,0,0.343,0.356,-4.124,0.0619,125.896,5,4,Happy
3Qf0ZzB8rrAqbYDxtYLrxp,Cassa Lio,No Place I'd Rather Be,No Place I'd Rather Be,227795,0.735,0.102,0.739,0.000596,0.121,0.651,-7.851,0.0476,120.971,1,4,Happy
61HVbcNeRACZpyvHrc3AnD,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),All Is Found,125439,0.228,0.926,0.204,1.10E-05,0.092,0.195,-12.319,0.0387,83.372,5,4,Happy
50WeOnXhM1H7AZEeIDoWfZ,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Show Yourself,260906,0.321,0.724,0.429,9.10E-05,0.0606,0.174,-7.073,0.0302,123.419,6,4,Happy
3Z0oQ8r78OUaHvGPiDBR3W,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Into the Unknown,194848,0.323,0.849,0.405,0.000544,0.138,0.274,-8.533,0.0413,145.104,10,5,Happy
1gilgPrTkkZTp09Xf8zCmK,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),The Next Right Thing,216773,0.296,0.839,0.119,1.59E-05,0.385,0.146,-14.256,0.0475,170.037,0,4,Happy
1Tt7zr1yDbKbT8L4jzSZ74,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),When I Am Older,111452,0.73,0.705,0.326,0,0.103,0.434,-7.001,0.26,116.893,8,4,Happy
1AHAYbZklQkUj7wgxhQPIo,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Reindeer(s) Are Better Than People (Cont.),26370,0.543,0.855,0.0885,0,0.166,0.311,-21.804,0.441,118.489,3,4,Happy
7namdlOhbtsc8FvoSafOQt,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Lost in the Woods,180762,0.366,0.695,0.478,8.91E-06,0.124,0.293,-6.972,0.0277,149.307,8,4,Happy
6YM4DsQki1UdQSrTGlanVH,Various Artists,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Home - Outtake,176865,0.708,0.724,0.424,0,0.0722,0.637,-7.048,0.0353,101.703,2,4,Happy
6rjO7ZdSUdd8W2fkWL7fK9,Ed Sheeran,Spotify Singles,Castle on the Hill - Recorded at Spotify Studios New York City,225790,0.556,0.581,0.355,0,0.118,0.644,-6.416,0.0398,147.58,2,4,Happy
0nCZDQrlWA149QdGTdlsFU,Matisyahu,Light,One Day,207573,0.346,0.198,0.61,0,0.117,0.235,-5.818,0.15,68.552,0,4,Happy
5lz0NiPw32Gq4kMIUJvuw2,Rowan Blanchard,"Take On the World (Theme Song From ""Girl Meets World"")","Take On the World - Theme Song From ""Girl Meets World""",192640,0.638,0.00103,0.713,0.000241,0.0466,0.703,-6.475,0.0388,115.967,5,4,Happy
5pomCBdsTZSDCFHH8BAUQe,Various Artists,Camp Rock,This Is Me,189173,0.421,0.00971,0.821,0,0.1,0.594,-2.783,0.0372,91.245,1,4,Happy
2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),208687,0.464,0.866,0.473,0,0.109,0.604,-10.086,0.129,75.801,1,4,Sad
1Xi84slp6FryDSCbzq4UCD,Duncan Laurence,Arcade,Arcade,183624,0.45,0.818,0.329,0.00109,0.135,0.266,-12.603,0.0441,71.884,9,3,Sad
2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,÷ (Deluxe),Happier,207520,0.522,0.536,0.385,0,0.135,0.236,-7.355,0.0288,89.792,0,4,Sad
58wyJLv6yH1La9NIZPl3ne,Kina,Can We Kiss Forever?,Can We Kiss Forever?,187931,0.522,0.894,0.128,0.026,0.0941,0.124,-18.717,0.0357,109.986,4,4,Sad
6vJ6FR4WtlKSxe8lmh3F1C,Kina,Baby You're Worth It,Baby You're Worth It,130925,0.695,0.685,0.253,0.14,0.105,0.264,-15.884,0.0461,120.033,2,4,Sad
1kAkUHFb7ryeVkVSRD6Nkj,Kina,Wish I Was Better,Wish I Was Better,140571,0.732,0.747,0.304,6.13E-05,0.143,0.185,-13.086,0.111,139.965,0,4,Sad
7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,drivers license,242013,0.585,0.721,0.436,1.31E-05,0.105,0.132,-8.761,0.0601,143.874,10,4,Sad
1TQXIltqoZ5XXyfCbAeSQQ,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,197732,0.629,0.768,0.328,2.50E-05,0.103,0.389,-8.284,0.029,74.953,11,4,Sad
0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely (with Khalid),lovely (with Khalid),200185,0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,4,4,Sad
55Am8neGJkdj2ADaM3aw5H,James Arthur,Back from the Edge,Train Wreck,208826,0.311,0.701,0.485,0,0.0726,0.225,-5.726,0.0365,77.355,6,4,Sad
4y4spB9m0Q6026KfkAvy9Q,Justin Bieber,Lonely (with benny blanco),Lonely (with benny blanco),149297,0.631,0.864,0.239,0,0.116,0.0927,-7.071,0.0398,79.859,11,4,Sad
4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),179080,0.498,0.72,0.235,0,0.144,0.0895,-16.541,0.188,118.917,1,4,Sad
7t3Xdbufg7q2onVsR8RBdY,Sam Smith,Love Goes,Fire On Fire,246735,0.584,0.476,0.408,0,0.18,0.333,-7.356,0.0461,115.129,1,4,Sad
1tg28JiXBuaUj5bZ8Ppuum,Brielle Von Hugel,The One That Got Away,The One That Got Away,247695,0.281,0.926,0.139,0,0.099,0.0467,-8.97,0.0421,63.473,4,4,Sad
2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Narrated For You,Let Me Down Slowly,169353,0.652,0.74,0.557,0,0.124,0.483,-5.714,0.0318,150.073,1,4,Sad
3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,Illuminate,Treat You Better,187973,0.444,0.106,0.819,0,0.107,0.747,-4.078,0.341,82.695,10,4,Sad
3cqPu20DGTGUoZtbJH2Dmi,Ali Gatie,What If I Told You That I Love You,What If I Told You That I Love You,193667,0.605,0.63,0.365,6.83E-06,0.0554,0.224,-11.144,0.111,84.628,7,4,Sad
1j4kHkkpqZRBwE0A4CN4Yv,ZAYN,Dusk Till Dawn (Radio Edit),Dusk Till Dawn - Radio Edit,239000,0.258,0.101,0.437,1.27E-06,0.106,0.0967,-6.593,0.039,180.043,11,4,Sad
45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,you broke me first,169265,0.667,0.785,0.373,0,0.0906,0.0823,-9.389,0.05,124.148,4,4,Sad
2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),229525,0.689,0.369,0.481,1.03E-06,0.0649,0.283,-7.503,0.0815,80.025,10,4,Sad
4IhKLu7Vk3j2TLmnFPl6To,Alec Benjamin,Narrated For You,Water Fountain,218893,0.723,0.388,0.504,7.40E-05,0.087,0.551,-5.572,0.0392,133.975,8,4,Sad
7eJMfftS33KTjuF7lTsMCx,Powfu,death bed (coffee for your head),death bed (coffee for your head),173333,0.726,0.731,0.431,0,0.696,0.348,-8.765,0.135,144.026,8,4,Sad
2FX5HPP1FNNuLlt2UU9os7,Ember Island,Umbrella,Umbrella,237793,0.349,0.827,0.446,0.00722,0.0808,0.141,-11.327,0.0522,79.338,1,4,Sad
5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,YOU,It's You,212606,0.732,0.374,0.463,0,0.194,0.397,-6.972,0.0287,95.971,11,4,Sad
4Yxc55NX3tAXC2mHRAhtcW,Olivia Rodrigo,"All I Want (From ""High School Musical: The Musical: The Series"")","All I Want - From ""High School Musical: The Musical: The Series""",177322,0.376,0.0902,0.43,0,0.0912,0.129,-6.585,0.0328,77.599,0,3,Sad
0ecC8p17cDNlxHXkuYqeR6,Natalie Taylor,Surrender,Surrender,183103,0.39,0.8,0.448,0.182,0.107,0.077,-8.57,0.0276,144.89,5,5,Sad
2jyjhRf6DVbMPU5zxagN2h,Passenger,All The Little Lights,Let Her Go,252866,0.509,0.385,0.538,0,0.104,0.244,-7.335,0.0572,75.089,7,4,Sad
1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),212459,0.707,0.259,0.629,1.60E-05,0.138,0.457,-4.581,0.0563,122.863,0,4,Sad
05CrK6Q5VGtfPDtyQFJ4Kf,We The Kings,Somewhere Somehow,Sad Song (feat. Elena Coats),226330,0.512,0.0724,0.526,0,0.0675,0.249,-5.44,0.0251,85.024,1,4,Sad
2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),Before You Go,215106,0.459,0.604,0.575,0,0.0885,0.183,-4.858,0.0573,111.881,3,4,Sad
27r2uANqwK7XbsiAZnzf9e,Tate McRae,One Day,One Day,202496,0.52,0.922,0.119,0,0.0883,0.355,-12.148,0.0407,69.217,0,4,Sad
1ml03ZtwxEJJiEuIsjke7W,Maroon 5,Overexposed,Payphone,231386,0.739,0.0136,0.756,0,0.37,0.523,-4.828,0.0394,110.028,4,4,Sad
1almCHdsfikRPfVB9VrEdT,Alex & Sierra,It's About Us,Little Do You Know,185200,0.5,0.746,0.292,0,0.188,0.37,-8.554,0.0323,145.879,0,4,Sad
5xvUgoVED1F4mBu8FL0HaW,Bridgit Mendler,Hello My Name Is...,Ready or Not,200946,0.715,0.00351,0.872,3.84E-05,0.107,0.748,-3.835,0.0509,93.043,2,4,Sad
5jvgec3P4jyoZUPTy2pWDR,Ricky Montgomery,Montgomery Ricky,Line Without a Hook,249586,0.432,0.262,0.652,0,0.258,0.507,-4.969,0.0285,190.028,8,3,Sad
1ddKUwm3UuvcMWLLAgOIcX,Leah Kate,Fuck Up the Friendship,Fuck Up the Friendship,172757,0.744,0.142,0.736,1.10E-05,0.11,0.77,-5.258,0.291,103.993,1,4,Sad
