id,artist,album,name,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
16ih0TTm4REIQuYBMPTHm8,DHARIA,Sugar & Brownies,Sugar & Brownies,197836,0.792,0.168,0.719,0,0.0276,0.472,-5.123,0.257,100.02,1,4,Energetic
2CPqh63wRVscbceKcPxwvv,Mike Perry,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),183414,0.632,0.0225,0.575,1.81E-06,0.104,0.188,-6.478,0.029,90.037,5,4,Energetic
7egj375ez0KtF3bYCfAHdZ,ILLENIUM,Crashing (feat. Bahari),Crashing (feat. Bahari),230000,0.582,0.342,0.681,0,0.186,0.273,-6.138,0.0458,95.995,5,4,Energetic
2e3ZtFtjaPvcBgJy3xpXFT,Julie and the Phantoms Cast,Julie and the Phantoms: Season 1 (From the Netflix Original Series),"Flying Solo (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",184807,0.556,0.00946,0.592,2.49E-06,0.0683,0.381,-5.285,0.065,165.983,0,4,Energetic
4rHmKlFRiFzabiVO6e9w2e,Katy Perry,Witness (Deluxe),Bon appétit,227813,0.8,0.131,0.795,9.02E-05,0.221,0.528,-5.835,0.0626,106.031,6,4,Energetic
4JaLkM90MJutDAl5jD9BZX,One Direction,FOUR (Deluxe),No Control,199720,0.558,0.0278,0.916,0,0.0296,0.85,-3.145,0.0839,142.984,1,4,Energetic
48fKgzfvTU4U7eyRtIYaHP,Otilia,Bilionera,Bilionera - Radio Edit,185294,0.66,0.0438,0.87,0.0138,0.122,0.807,-1.822,0.0601,170.193,3,4,Energetic
4S8d14HvHb70ImctNgVzQQ,Kanye West,I Love It,I Love It (& Lil Pump),127946,0.901,0.0114,0.522,0,0.259,0.329,-8.304,0.33,104.053,2,4,Energetic
4gEXepH29ZNvpkhqgACBD7,Jetskiii,Jetski Trap,Beat That Bitch,130771,0.919,0.709,0.345,0,0.1,0.694,-15.885,0.109,130.018,1,4,Energetic
1tdcgxjvbBSadOwzFUmdgm,Major Lazer,Peace Is The Mission (Extended),Boom,186447,0.704,0.00283,0.784,0,0.419,0.656,-4.463,0.142,100.083,7,4,Energetic
3dsyqPDiWYYilRZNBxgxHE,DJ Snake,Carte Blanche,Magenta Riddim,194490,0.602,0.000393,0.892,0.813,0.304,0.57,-3.66,0.0672,102.047,10,4,Energetic
4xEnPbulgQ4J4vu78VEwVr,J Balvin,Mi Gente,Mi Gente,189029,0.548,0.0178,0.701,1.34E-05,0.134,0.309,-4.862,0.0914,104.237,11,4,Energetic
48RrDBpOSSl1aLVCalGl5C,Eminem,The Marshall Mathers LP2,The Monster,250188,0.781,0.0525,0.853,0,0.12,0.624,-3.68,0.0715,110.049,1,4,Energetic
0TvQLMecTE8utzoNmvXRbK,Taylor Swift,1989,Bad Blood,211933,0.652,0.0871,0.802,6.45E-06,0.148,0.295,-6.114,0.181,170.157,7,4,Energetic
6BKeNWeUqxmvQ09Gxd3ZGX,Major Lazer,Know No Better,Know No Better,225849,0.738,0.132,0.814,9.64E-06,0.126,0.483,-4.414,0.0999,119.041,7,4,Energetic
5pq8Lj5OODR0N6pHCifMy8,Elle King,Wild Love,Wild Love,195081,0.634,0.557,0.676,0,0.11,0.708,-3.666,0.0631,182.041,5,4,Energetic
1g1TeDflB6atAy7HKwrzXu,Kesha,Rainbow,Learn To Let Go,217546,0.515,0.00369,0.847,7.19E-05,0.293,0.645,-2.951,0.0391,168.105,5,4,Energetic
3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Blurryface,Stressed Out,202333,0.734,0.0462,0.637,2.29E-05,0.0602,0.648,-5.677,0.141,169.977,4,4,Energetic
5G2c6FsfTzgYUzageCmfXY,One Direction,Up All Night,One Thing,197600,0.713,0.00233,0.718,0,0.0838,0.656,-3.806,0.0278,126.999,2,4,Energetic
0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,After Hours,Blinding Lights,200040,0.514,0.00146,0.73,9.54E-05,0.0897,0.334,-5.934,0.0598,171.005,1,4,Energetic
2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia,Don't You Worry Child,Don't You Worry Child - Radio Edit,212862,0.612,0.112,0.84,0,0.116,0.438,-3.145,0.0509,129.042,11,4,Energetic
7oUHzZKNKUTrlU7DYxhQ7v,Maroon 5,V (Asia Tour Edition),Maps,189960,0.742,0.0205,0.713,0,0.059,0.879,-5.522,0.0303,120.032,1,4,Energetic
3LlmKSHR3Rs0Y3KHQLAYDk,Alan Walker,Different World,Alone,160426,0.673,0.229,0.914,0.000478,0.186,0.183,-3.962,0.0496,97.021,10,4,Energetic
62yJjFtgkhUrXktIoSjgP2,Imagine Dragons,Night Visions,Radioactive,186813,0.448,0.106,0.784,0.000108,0.668,0.236,-3.686,0.0627,136.245,9,4,Energetic
1NhPKVLsHhFUHIOZ32QnS2,OneRepublic,Waking Up,Secrets,224693,0.516,0.0717,0.764,0,0.115,0.376,-6.223,0.0366,148.021,2,4,Energetic
33zcmmElV1YbRZe57biUjg,Lele Pons,Celoso,Celoso,179693,0.746,0.352,0.703,0,0.331,0.667,-4.179,0.107,166.043,4,4,Energetic
0NiXXAI876aGImAd6rTj8w,Jonas Blue,Jonas Blue: Electronic Nature - The Mix 2017,Mama,181614,0.739,0.091,0.792,0,0.0516,0.547,-4.256,0.0418,104.016,11,4,Energetic
44r4zta6P9flkhKaVnbsvG,Jordan Clarke,Freaks,Freaks,174800,0.674,0.116,0.568,0,0.165,0.64,-6.356,0.0408,166.107,1,4,Energetic
7AzlLxHn24DxjgQX73F9fU,Don Toliver,Heaven Or Hell,No Idea,154424,0.652,0.524,0.631,0.000579,0.165,0.35,-5.718,0.0893,127.998,6,4,Energetic
3fi1xpGiyg5bRs64gJSak5,Selena Gomez,Revelación - EP,Vicio,160141,0.696,0.41,0.573,0.000159,0.0893,0.285,-8.203,0.0603,92.955,6,4,Energetic
2bzitsPcImYC6DZWvvLCQi,Imagine Dragons,Origins (Deluxe),"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",210933,0.634,0.000479,0.662,0.00142,0.111,0.244,-7.543,0.0325,90.011,6,4,Energetic
6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Fine Line,Watermelon Sugar,174000,0.548,0.122,0.816,0,0.335,0.557,-4.209,0.0465,95.39,0,4,Energetic
3z06k8YF9CqX0CGFrlekOK,vaultboy,everything sucks,everything sucks,115401,0.76,0.00772,0.371,0,0.0785,0.653,-8.964,0.0531,138.023,6,4,Energetic
7aGyRfJWtLqgJaZoG9lJhE,salem ilese,Mad at Disney,Mad at Disney,136838,0.738,0.424,0.621,7.39E-06,0.692,0.715,-7.313,0.0486,113.968,0,4,Energetic
3n2P3ipLt5mPFVaM0fJHNR,CHROMANCE,Wrap Me In Plastic (Marcus Layton Radio Edit),Wrap Me In Plastic - Marcus Layton Radio Edit,193320,0.917,0.238,0.612,2.28E-05,0.0585,0.679,-2.183,0.0854,89.961,5,4,Energetic
3FxPbp05KjMBa4HbhAJTH0,ElyOtto,SugarCrash!,SugarCrash!,80117,0.745,0.53,0.74,7.37E-05,0.0936,0.36,-6.558,0.097,97.735,0,4,Energetic
4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,Cry Baby (Deluxe Edition),Play Date,179867,0.68,0.612,0.729,0,0.224,0.446,-5.077,0.0475,123.97,5,4,Energetic
748mdHapucXQri7IAO8yFK,Doja Cat,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),208866,0.762,0.235,0.701,0.000158,0.123,0.742,-3.541,0.0286,110.968,8,4,Energetic
1HTN2lX8X87qmMXTtI9FDL,Pitbull,Original Hits,Go Girl,229668,0.986,0.145,0.597,2.18E-06,0.197,0.761,-6.809,0.308,115.004,8,4,Energetic
7m3ro0wxkm9W4ILPRXfIzm,Ashley Price,I'm Crazy But You Like That,I'm Crazy But You Like That,146676,0.848,0.283,0.583,3.94E-05,0.371,0.786,-6.42,0.0529,122.052,8,4,Energetic
11ZulcYY4lowvcQm4oe3VJ,Ashnikko,DEMIDEVIL,Slumber Party (feat. Princess Nokia),178404,0.964,0.00151,0.398,3.95E-05,0.101,0.563,-8.981,0.0795,105.012,11,4,Energetic
4JLBDUYSaOMPYND0iWeSWQ,Studio Killers,Jenny (I Wanna Ruin Our Friendship),Jenny (I Wanna Ruin Our Friendship),215280,0.668,0.00305,0.798,0.0144,0.277,0.575,-5.701,0.0334,133.928,11,4,Energetic
1AP7yzd4qSdKVcupPC827R,Pusher,Clear,Clear - Shawn Wasabi Remix,175265,0.79,0.549,0.939,0.218,0.636,0.403,-1.802,0.0571,102.044,6,4,Energetic
3Wrjm47oTz2sjIgck11l5e,Måneskin,Chosen,Beggin',211560,0.714,0.127,0.8,0,0.359,0.589,-4.808,0.0504,134.002,11,4,Energetic
2Mpj1Ul5OFPyyP4wB62Rvi,Destiny's Child,Survivor,Survivor,254026,0.514,0.0559,0.911,0,0.775,0.619,-2.027,0.41,161.109,1,4,Energetic
4sUWh0WAFyla5vjEYRrIGz,Selena Gomez,Rare (Deluxe),Look At Her Now,162595,0.753,0.114,0.564,0.0273,0.359,0.55,-7.908,0.252,77.342,10,5,Energetic
5jjZikDrEd0by1o7V3fO4y,Royal & the Serpent,Overwhelmed,overwhelmed,159293,0.804,0.308,0.323,0,0.15,0.456,-11.127,0.305,87.019,0,4,Energetic
7uYyhUnxIsSF2LMWUpLs5V,Ilkay Sencan,Do It,Do It,210146,0.795,0.0812,0.874,0.0906,0.065,0.2,-3.502,0.0506,108.001,1,4,Energetic
66YtIqT0kN4958EXnCnAmE,Various Artists,Legends Never Die (Remix),Legends Never Die - (Remix),167173,0.404,0.164,0.81,0,0.504,0.34,-4.033,0.189,154.918,9,4,Energetic
3sP3c86WFjOzHHnbhhZcLA,Demi Lovato,Unbroken,Give Your Heart a Break,205346,0.651,0.23,0.695,0,0.144,0.569,-3.218,0.0487,123.008,6,4,Energetic
09IStsImFySgyp0pIQdqAc,Zedd,The Middle,The Middle,184732,0.753,0.171,0.657,0,0.112,0.437,-3.061,0.0449,107.01,7,4,Energetic
3swc6WTsr7rl9DqQKQA55C,Post Malone,beerbongs & bentleys,Psycho (feat. Ty Dolla $ign),221440,0.75,0.546,0.56,0,0.111,0.459,-8.094,0.105,140.06,8,4,Energetic
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,A Star Is Born Soundtrack,Shallow,215733,0.572,0.371,0.385,0,0.231,0.323,-6.362,0.0308,95.799,7,4,Energetic
6z7mOTf4O20AApGsTNn7fC,MOD SUN,Flames (feat. Avril Lavigne),Flames (feat. Avril Lavigne),151989,0.54,0.00316,0.631,0,0.104,0.194,-4.569,0.0336,84.903,8,4,Energetic
7Gkphzdh5ouurEt7JT49Yu,Selena Gomez,Come & Get It,Come & Get It,231733,0.548,0.00905,0.788,0.000167,0.0966,0.576,-4.115,0.0495,80.047,7,4,Energetic
455AfCsOhhLPRc68sE01D8,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Last Friday Night (T.G.I.F.),230746,0.649,0.00125,0.815,4.31E-05,0.671,0.765,-3.796,0.0415,126.03,3,4,Energetic
0gn93i7HJt0calph67R5Wu,HUGEL,WTF (feat. Amber Van Day),WTF (feat. Amber Van Day),160686,0.808,0.0602,0.737,1.12E-06,0.704,0.865,-4.538,0.0526,123.985,11,4,Energetic
67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),137875,0.61,0.297,0.508,0,0.384,0.758,-6.682,0.152,178.818,8,4,Energetic
3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,Astronaut In The Ocean,132780,0.778,0.175,0.695,0,0.15,0.472,-6.865,0.0913,149.996,4,4,Energetic
5nujrmhLynf4yMoMtj8AQF,Dua Lipa,Future Nostalgia,Levitating (feat. DaBaby),203064,0.702,0.00883,0.825,0,0.0674,0.915,-3.787,0.0601,102.977,6,4,Energetic
0YammaEkYSeo9vQYZ1OwS6,David Guetta,7,Say My Name,198946,0.703,0.137,0.66,0,0.192,0.79,-5.119,0.123,95.031,10,4,Energetic
1gihuPhrLraKYrJMAEONyc,Calvin Harris,18 Months,Feel So Close - Radio Edit,206413,0.707,0.000972,0.924,0.00703,0.204,0.919,-2.842,0.031,127.937,7,4,Energetic
5WQQIDU3HRaMyPkob8mpFb,Rihanna,Talk That Talk,Where Have You Been,242680,0.719,0.00201,0.847,0.0204,0.221,0.444,-6.34,0.0916,127.963,0,4,Energetic
4E5P1XyAFtrjpiIxkydly4,Iyaz,Replay,Replay,182306,0.706,0.173,0.751,0,0.168,0.195,-6.323,0.0708,91.031,9,4,Energetic
3p8low79RQzkixDlIngBTT,YUQI,A Page,Giant,209106,0.614,0.295,0.865,0,0.115,0.596,-3.668,0.0461,148.035,1,4,Energetic
6Vh03bkEfXqekWp7Y1UBRb,One Direction,Take Me Home (Expanded Edition),Live While We're Young,200213,0.663,0.0542,0.857,0,0.144,0.931,-2.16,0.0544,126.039,2,4,Energetic
4lnAN2S1fcI0SjxEbksZVr,Selena Gomez,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),186112,0.708,0.0204,0.618,6.81E-06,0.062,0.265,-4.424,0.0592,123.013,2,4,Energetic
4cktbXiXOapiLBMprHFErI,Maroon 5,JORDI (Deluxe),Memories,189486,0.775,0.841,0.327,0,0.0821,0.595,-7.241,0.0557,91.05,11,4,Energetic
5SEvxpu5ImOFOcXyeM8fbx,CHUNG HA,Dream of You (with R3HAB),Dream of You (with R3HAB),192735,0.659,0.0347,0.738,2.26E-06,0.114,0.615,-3.894,0.0659,117.081,5,4,Energetic
1uXbwHHfgsXcUKfSZw5ZJ0,Beyoncé,4,Run the World (Girls),236093,0.733,0.00496,0.899,4.72E-05,0.372,0.76,-4.237,0.143,127.086,0,4,Energetic
7MiZjKawmXTsTNePyTfPyL,Hippie Sabotage,Providence,Devil Eyes,131271,0.391,0.702,0.396,0.405,0.315,0.199,-8.621,0.189,99.112,1,5,Energetic
0lYS1tJg3r6ATe9bRPB0Hu,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),A Year Without Rain,234346,0.627,0.0125,0.81,3.09E-05,0.111,0.409,-5.296,0.0431,119.98,2,4,Energetic
4cluDES4hQEUhmXj6TXkSo,One Direction,Up All Night,What Makes You Beautiful,199986,0.726,0.009,0.787,0,0.0596,0.888,-2.494,0.0737,124.99,4,4,Energetic
4zlS6uTUQFankHs3wpTEM1,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,"Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)",319293,0.682,0.0043,0.879,0,0.0682,0.409,-4.696,0.177,93.045,6,4,Energetic
6Z8R6UsFuGXGtiIxiD8ISb,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Safe And Sound,192789,0.655,0.000176,0.819,0.00374,0.104,0.766,-4.852,0.0316,117.956,0,5,Energetic
6qn9YLKt13AGvpq9jfO8py,Rihanna,Talk That Talk,We Found Love,215226,0.734,0.025,0.766,0.00138,0.108,0.6,-4.485,0.0383,127.986,1,4,Energetic
45vmtfHd9mnHy2lqOPXI3u,Best of Friends,Twist Shake Shout,Twist Shake Shout,221432,0.616,0.00263,0.807,0,0.109,0.341,-5.143,0.0349,136.001,7,4,Energetic
1Bhm5HNO1cq8olDbBmokyL,Aya Nakamura,NAKAMURA,Copines,171720,0.701,0.27,0.787,0,0.105,0.904,-3.941,0.0855,180.027,8,4,Energetic
2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,Death of a Bachelor,House of Memories,208706,0.506,0.00272,0.817,0,0.0486,0.506,-5.051,0.0335,109.952,11,4,Energetic
594fJDaRhC2bcHilqoc8U4,Selena Gomez,Stars Dance (Bonus Track Version),Save The Day,232973,0.666,0.00115,0.836,2.22E-05,0.132,0.531,-3.599,0.036,119.995,0,4,Energetic
6OhDKgswCZoSuZ1ZGocjMX,Julie and the Phantoms Cast,Julie and the Phantoms: Season 1 (From the Netflix Original Series),"Bright (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",192375,0.37,0.0803,0.618,0,0.0591,0.115,-4.41,0.0564,159.122,5,4,Energetic
6jg5SRvdGxvJ0DzNV0UqEK,Mike Posner,31 Minutes to Takeoff,Please Don't Go,196813,0.699,0.00296,0.882,0.0544,0.13,0.657,-3.896,0.0311,120.016,4,4,Energetic
079Ey5uxL04AKPQgVQwx5h,Selena Gomez,Revelación - EP,Baila Conmigo (with Rauw Alejandro),186087,0.823,0.0215,0.544,0.00315,0.0966,0.664,-7.132,0.0715,149.903,5,4,Energetic
7E9ywcgpaNQ6TpTcGRAyrt,Reea,Bohema,Bohema,188578,0.57,0.0492,0.768,4.73E-05,0.129,0.276,-4.988,0.217,104.139,5,4,Energetic
6osKPJp6kQwZcgUqBteJFN,Serena,Safari,Safari,187408,0.799,0.445,0.689,0.0122,0.18,0.477,-6.793,0.053,103.019,5,4,Energetic
65uoaqX5qcjXZRheAj1qQT,Indila,Mini World,Dernière danse,213493,0.669,0.184,0.449,0,0.0729,0.327,-7.658,0.0489,114.926,0,4,Energetic
5s727A4OsVB8vG8eBo2D0s,NK,Elefante,Elefante,161916,0.894,0.203,0.702,0.000205,0.268,0.307,-4.098,0.164,90.01,2,4,Energetic
11EnQRgRMJwMAesfkB5pnu,Lele Pons,Se Te Nota (with Guaynaa),Se Te Nota (with Guaynaa),155825,0.905,0.0907,0.686,0,0.266,0.963,-3.152,0.0664,103.013,0,4,Energetic
6GKGoi0FHzldk1ZRQoV1fv,Tesher,Jalebi Baby,Jalebi Baby,189375,0.68,0.0156,0.895,0.000374,0.145,0.824,-7.144,0.0378,93.037,2,4,Energetic
4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Back To You - From 13 Reasons Why – Season 2 Soundtrack,207904,0.601,0.0945,0.724,1.68E-06,0.12,0.508,-4.856,0.0486,102.061,6,4,Energetic
4h8VwCb1MTGoLKueQ1WgbD,Avicii,TRUE,Wake Me Up,247426,0.532,0.0038,0.783,0.0012,0.161,0.643,-5.697,0.0523,124.08,2,4,Energetic
2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,231240,0.613,0.00882,0.622,0,0.37,0.484,-5.794,0.0334,80.003,1,4,Energetic
4JQSMg83F8qYwSBt5xOXsQ,Rihanna,Unapologetic (Deluxe),Diamonds,225146,0.564,0.00125,0.71,0,0.109,0.393,-4.92,0.0461,91.972,11,4,Energetic
39ML8mZLliTcOhi02Fj16k,Norella,Sad Serenade,Sad Serenade,184505,0.527,0.0168,0.71,0,0.59,0.175,-10.793,0.05,129.182,6,4,Energetic
1JuChOEPH0Rceq573FGQSK,Kesha,Rainbow,Hymn,205600,0.488,0.147,0.538,0,0.305,0.378,-4.974,0.076,67.037,6,4,Energetic
0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,No.6 Collaborations Project,I Don't Care (with Justin Bieber),219946,0.798,0.0902,0.676,0,0.0894,0.843,-5.041,0.0442,101.956,6,4,Energetic
1Pmp486RrLRkaEkE3HFHXP,Ava Max,Heaven & Hell,Who's Laughing Now,180348,0.648,0.00565,0.641,3.63E-06,0.109,0.505,-5.521,0.0389,184.021,7,4,Energetic
3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Future Nostalgia,Don't Start Now,183290,0.793,0.0123,0.793,0,0.0951,0.679,-4.521,0.083,123.95,11,4,Energetic
54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Therefore I Am,174321,0.889,0.218,0.34,0.13,0.055,0.716,-7.773,0.0697,94.009,11,4,Energetic
7aely3H8kMj9o0gt6vXHE1,Justin Bieber,Justice,Die For You (feat. Dominic Fike),198425,0.728,0.00196,0.629,1.94E-06,0.0847,0.71,-6.629,0.0318,135.031,1,4,Energetic
5UMMPHPp6vRP6ghPpSUOzp,NF,CLOUDS,CLOUDS,243750,0.793,0.371,0.65,0,0.854,0.809,-3.944,0.397,128.111,1,4,Energetic
0RE4crnT3jRms1xxVlEZx2,Marwa Loud,Loud,Bad boy,187844,0.796,0.431,0.496,5.51E-06,0.0781,0.716,-8.165,0.0388,97.988,9,4,Energetic
3Ea1CNsTqBY4RtAESrBeNI,Alesso,Going Dumb,Going Dumb (with Stray Kids),169506,0.834,0.153,0.651,0,0.146,0.49,-4.855,0.0595,121.978,6,4,Energetic
4PMa3Z0vgbVZnKbWEtlBR1,Major Lazer,Diplomatico (feat. Guaynaa),Diplomatico (feat. Guaynaa),144181,0.795,0.319,0.73,0.00727,0.0962,0.724,-4.678,0.278,176,1,4,Energetic
7K9Z3yFNNLv5kwTjQYGjnu,SyKo,#BrooklynBloodPop!,#BrooklynBloodPop!,145610,0.691,0.0164,0.814,0,0.366,0.509,-3.788,0.117,132.012,1,4,Energetic
4SSnFejRGlZikf02HLewEF,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,193143,0.905,0.74,0.389,0.162,0.106,0.196,-14.505,0.332,120.046,8,4,Energetic
4B0JvthVoAAuygILe3n4Bs,Justin Bieber,Purpose (Deluxe),What Do You Mean?,205680,0.845,0.59,0.567,0.00142,0.0811,0.793,-8.118,0.0956,125.02,5,4,Energetic
7pqgMEKsDMOHUdFQ7n0N9K,David Guetta,Listen,Dangerous (feat. Sam Martin),203641,0.466,0.417,0.747,9.76E-06,0.107,0.43,-4.838,0.0795,92.161,4,4,Energetic
6tF92PMv01Ug9Dh8Rmy6nH,Dua Lipa,Dua Lipa,New Rules,209320,0.762,0.00261,0.7,1.56E-05,0.153,0.608,-6.021,0.0694,116.073,9,4,Energetic
0pwYLVXVknPSGUQb39cePC,Justin Bieber,Believe (Deluxe Edition),As Long As You Love Me,229466,0.571,0.0811,0.873,0,0.361,0.613,-3.382,0.1,139.691,0,4,Energetic
6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,Bad Habits,231041,0.808,0.0469,0.897,3.14E-05,0.364,0.591,-3.712,0.0348,126.026,11,4,Energetic
6ZANrVuAMp2rpjhfbOuJly,Selena Gomez,Revival (Deluxe),Same Old Love,229080,0.672,0.0223,0.593,0,0.214,0.438,-4.01,0.0304,98.02,11,4,Energetic
3zkWCteF82vJwv0hRLba76,Shawn Mendes,Handwritten,Stitches,206880,0.746,0.0152,0.754,0,0.0486,0.746,-6.684,0.0676,149.882,1,4,Energetic
3ao5U0ksMLvgSoJqOpsgmv,Bonde R300,Oh Nanana,Oh Nanana,217891,0.606,0.0506,0.536,0,0.0938,0.614,-2.431,0.53,172.335,1,5,Energetic
3j9o0zUoyGNXkijNSyRyBI,Major Lazer,Free The Universe (Extended Version),Watch Out For This (Bumaye),269146,0.819,0.0196,0.759,6.53E-06,0.0613,0.88,-4.115,0.147,108.026,10,4,Energetic
1CvhKmrutTAta5awpJcFDn,Silentó,Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),185131,0.819,0.234,0.768,0,0.334,0.964,-8.522,0.134,139.982,8,4,Energetic
3QqYZWQLn0evKMIRlGJeeR,Kayla Nicole,Bundles (feat. Taylor Girlz),Bundles (feat. Taylor Girlz),154805,0.939,0.00152,0.682,0,0.0552,0.584,-5.931,0.306,130.022,11,4,Energetic
2d1MywHy6FwKdzxFuSJnwl,Imagine Dragons,Wrecked,Wrecked,244004,0.626,0.148,0.56,1.51E-05,0.109,0.229,-5.82,0.0288,93.989,0,4,Energetic
5vTPxzm4h2bY9rYyVrGEU5,Demi Lovato,Demi,Really Don't Care,201600,0.706,0.123,0.728,0,0.185,0.851,-3.602,0.0852,121.017,7,4,Energetic
6lV2MSQmRIkycDScNtrBXO,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Airplanes (feat. Hayley Williams of Paramore),180480,0.66,0.11,0.867,0,0.0368,0.377,-4.285,0.116,93.033,6,4,Energetic
21CkzgKCBCq5V4XKjiGSIj,Juice WRLD,Legends Never Die,Stay High,168684,0.745,0.439,0.5,0,0.0943,0.433,-6.184,0.135,76.968,8,4,Energetic
61YW32C7DUv7aKdVhUacxt,Major Lazer,Major Lazer Essentials,Tied Up,187333,0.664,0.0122,0.623,1.32E-05,0.0957,0.65,-5.357,0.158,180.183,1,4,Energetic
4QVS8YCpK71R4FsxSMCjhP,Gryffin,Tie Me Down (with Elley Duhé),Tie Me Down (with Elley Duhé),218295,0.548,0.135,0.839,0,0.102,0.314,-2.371,0.0644,98.932,6,4,Energetic
1P17dC1amhFzptugyAO7Il,Taylor Swift,reputation,Look What You Made Me Do,211853,0.766,0.204,0.709,1.41E-05,0.126,0.506,-6.471,0.123,128.07,9,4,Energetic
7wDpMiQUBQkVIdwETkZHVy,Iggy Azalea,The New Classic (Deluxe Version),Black Widow,209423,0.74,0.202,0.719,0.000316,0.11,0.515,-3.745,0.164,164.019,3,4,Energetic
46lFttIf5hnUZMGvjK0Wxo,Galantis,Pharmacy,Runaway (U & I),227073,0.506,0.00711,0.805,0.00193,0.0856,0.383,-4.119,0.0469,126.008,1,4,Energetic
0F7FA14euOIX8KcbEturGH,Lil Nas X,7 EP,Old Town Road,113000,0.907,0.0578,0.53,2.23E-06,0.101,0.507,-6.112,0.127,135.998,1,4,Energetic
6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,÷ (Deluxe),Castle on the Hill,261153,0.461,0.0232,0.834,1.14E-05,0.14,0.471,-4.868,0.0989,135.007,2,4,Energetic
3g0mEQx3NTanacLseoP0Gw,The Chainsmokers,World War Joy,Takeaway,209880,0.528,0.126,0.511,0,0.101,0.351,-8.144,0.0324,100.1,3,4,Energetic
7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),214846,0.791,0.037,0.862,2.19E-05,0.0814,0.592,-3.24,0.11,123.994,9,4,Energetic
6P415bdEuyzdqSp8BHvQ6Z,Glenn Travis,Feel My Love,Feel My Love,235363,0.597,0.0651,0.666,0,0.14,0.443,-6.66,0.0601,94.955,1,4,Energetic
1aSarrHE1TK9vSmyozuo4K,Pedro Capó,Calma (Alan Walker Remix),Calma - Alan Walker Remix,193973,0.811,0.0973,0.601,0,0.059,0.577,-6.846,0.117,127.082,2,4,Energetic
6osaMSJh9NguagEDQcZaKx,DJ Snake,Carte Blanche,Loco Contigo (feat. J. Balvin & Tyga),185194,0.694,0.278,0.758,1.34E-06,0.102,0.371,-2.986,0.218,192.091,11,4,Energetic
18KjYhghq6K3ZmfcewWDp6,Martin Garrix,Mistaken (feat. Alex Aris),Mistaken (feat. Alex Aris),282480,0.424,0.0573,0.694,0.000937,0.133,0.0801,-4.912,0.0386,128.034,6,4,Energetic
1cS0TgbR263ey9jn0MwD2s,Eminem,Revival,River (feat. Ed Sheeran),221013,0.748,0.142,0.749,0,0.0713,0.659,-5.916,0.516,90.09,8,4,Energetic
7hdw5gAGMyyn9z0XgfTv1j,NF,NO NAME,NO NAME,183826,0.718,0.223,0.795,0,0.12,0.292,-3.978,0.142,130.77,0,4,Energetic
0hWzB4dR1zwcokPvccww0k,NF,When I Grow Up,When I Grow Up,196800,0.817,0.32,0.814,0,0.152,0.247,-3.985,0.185,109.994,2,4,Energetic
4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,No.6 Collaborations Project,South of the Border (feat. Camila Cabello & Cardi B),204466,0.857,0.148,0.621,0,0.0865,0.668,-6.376,0.0825,97.989,9,4,Energetic
7qvxFz3JodM0A7xEM7k3YD,Katy Perry,Witness (Deluxe),Chained To The Rhythm,237733,0.562,0.0814,0.8,0,0.199,0.471,-5.404,0.112,95.029,0,4,Energetic
